,file,speaker,sex,age,nationality,level,code,type,ref,ans,rec,count,C,S,I,D,error,per
2019,0359811,1720,M,93,English,A,RS032,S,이렇게 하는 게 좋겠어요 저렇게 하는 게 좋겠어요,I R EO Kh E A N EU N G E J O Kh E SS EO iO J EO R EO Kh E A N EU N G E J O Kh E SS EO iO,I R EO Kh E A N EU N G E J O Kh E EO iO J EO R EO Kh E A N EU N G E J O Kh E SS EO iO,"Counter({'C': 36, 'D': 1})",36,0,0,1,deletion of < SS >,0.025
2020,0359937,1720,M,93,English,A,RS045,S,뒷일은 나중에 생각하고 급한 불부터 끕시다,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS I D A,D UI S I R EU N N A J U NG E S E NG G A Kh A G O G EU Ph A N B U L B U Th EO G EU p SS,"Counter({'C': 38, 'D': 3})",38,0,0,3,"deletion of < I >, deletion of < D >, deletion of < A >",0.06944444444444445
2021,0359988,1720,M,93,English,A,RS048,S,핵심이 무엇인지 파악하지 못한다면 내용을 잘 이해하기 힘들 거야,H E k SS I M I M U EO S I N J I Ph A A Kh A J I M O Th A N D A M iEO N N E iO NG EU L J A L I E A G I H I M D EU L G EO iA,H E k SS I M I M U EO S I N J I Ph A A Kh A J I M O Th A D A M iEO N N E iO NG EU L J A L I E A G I H I M D EU L G EO iA,"Counter({'C': 54, 'D': 1})",54,0,0,1,deletion of < N >,0.013888888888888888
2022,0360000,1720,M,93,English,A,RS049,S,갈등 해결을 위해 어떤 노력을 하실 예정이십니까,G A L D EU NG H E G iEO R EU L UI E EO DD EO N N O R iEO G EU L H A S I N iE J EO NG I S I M N I GG A,G A L D EU NG H E G iEO R EU L UI E EO DD EO N N O R iEO G EU L H E H A S I N iE J EO NG I S I M N I GG A,"Counter({'C': 43, 'I': 2})",43,0,2,0,"insertion of < H >, insertion of < E >",0.03319502074688797
2023,0360015,1720,M,93,English,A,RS050,S,국내선 공항과 국제선 공항이 다르다는 것을 왜 미리 말씀해 주시지 않으셨어요,G U NG N E S EO N G O NG H A NG G oA G U k JJ E S EO N G O NG H A NG I D A R EU D A N EU N G EO S EU L OE M I R I M A L SS EU M H E J U S I J I A N EU S iEO SS EO iO,G U NG N E S EO N G O NG H A NG G oA G U k JJ E S EO N G O NG H A NG I D A R EU D A N EU N G EO S EU L OE M I R I M A L SS EU M H E J U S I J I A EU S iEO SS EO iO,"Counter({'C': 71, 'D': 1})",71,0,0,1,deletion of < N >,0.010471204188481676
2024,0360064,1720,M,93,English,A,RS054,S,죄송하지만 못하겠습니다,J OE S O NG H A J I M A N M O Th A G E S SS EU M N I D A,J OE S O NG H A J I M A N M O Th G M O Th A G E S SS EU M N I D A,"Counter({'C': 26, 'I': 4})",26,0,4,0,"insertion of < M >, insertion of < O >, insertion of < Th >, insertion of < G >",0.10897435897435898
2025,0360074,1720,M,93,English,A,RS055,S,내일 늦으시면 안 됩니다,N E I R N EU J EU S I M iEO N A N D OE M N I D A,N E I R N EU J N EU J EU S I M iEO N A N D OE M N I D A,"Counter({'C': 22, 'I': 3})",22,0,3,0,"insertion of < N >, insertion of < EU >, insertion of < J >",0.09923664122137404
2026,0359132,1720,M,93,English,A,RW002,W,세수,S E S U,S S E S U,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < S >,0.16
2027,0359167,1720,M,93,English,A,RW009,W,우리,U R I,M U R I,"Counter({'C': 3, 'I': 1})",3,0,1,0,insertion of < M >,0.4
2028,0359260,1720,M,93,English,A,RW032,W,지금,J I G EU M,Th OE G EU N,"Counter({'S': 3, 'C': 2})",2,3,0,0,"substitution of < J > to < Th >, substitution of < I > to < OE >, substitution of < M > to < N >",0.25
2029,0359419,1720,M,93,English,A,RW075,W,무늬,M U N euI,M U N euI I,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < I >,0.27586206896551724
2095,0459567,1966,F,1,English,B,RS004,S,저는 지금 음료수하고 꽃을 사러 갔다 와야 돼요,J EO N EU N J I G EU M EU M N iO S U A G O GG O CHh EU L S A R EO G A t DD A oA iA D OE iO,J EO N EU N J I G EU M EU M N iO S U A G O GG O CHh EU L S A R EO G A iA A,"Counter({'C': 31, 'D': 6, 'S': 1})",31,1,0,6,"deletion of < A >, deletion of < t >, deletion of < DD >, deletion of < oA >, deletion of < D >, deletion of < OE >, substitution of < iO > to < A >",0.14146341463414633
2096,0459781,1966,F,1,English,B,RS019,S,발 편한 운동화를 신고 오세요,B A L Ph iEO N A N U N D O NG H oA R EU L S I N G O O S E iO,B A L Ph iEO N A N U N D O NG H E R EU L S I N G O O S E iO,"Counter({'C': 26, 'S': 1})",26,1,0,0,substitution of < oA > to < E >,0.02112676056338028
2097,0458528,1966,F,1,English,B,RW008,W,라면,R A M iEO N,M EO,"Counter({'D': 3, 'C': 1, 'S': 1})",1,1,0,3,"deletion of < R >, deletion of < A >, deletion of < iEO >, substitution of < N > to < EO >",0.5925925925925926
2098,0459353,1966,F,1,English,B,RW128,W,궁리,G U NG N I,G U NG N I N,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < N >,0.16129032258064516
3216,0025031,138,F,87,English,B,RP001,P,안녕하세요 여러분 저는 줄리앙이라고 합니다 프랑스에서 왔습니다 저는 한국 음식과 한국 문화에 관심이 있습니다 고향에서는 혼자 한국어를 공부했습니다 아직 한국어를 잘 못하지만 한국 생활이 재미있을 것 같습니다 여러분과 같이 공부하게 되어 정말 기쁩니다,A N N iEO NG H A S E iO iEO R EO B U N J EO N EU N J U L L I A NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A J I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L G I BB EU M N I D A,A N iEO NG EO S EO iEO R EO B EO J EO N EU L J U R I J U N A N I R A G O H A M N I D A A S U S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I GG oA A N G U G M U N oA E G oA N S I M I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A A N H A N G U G EO R O L G O NG G U H E S SS EU M N I D A A J I H A N G U EO R EU L CHh A M CHh A S I M A N A N G U G S E NG H oA R I J E M SS EU L G EO G A t SS EU M N I D A iEO R EO B U N G oA G A Th I J O NG G U A G I D OE S EO J EO NG M A S M N I D A EU M N I D A,"Counter({'C': 200, 'S': 20, 'D': 18, 'I': 8})",200,20,8,18,"deletion of < N >, deletion of < H >, substitution of < A > to < EO >, deletion of < E >, substitution of < iO > to < EO >, deletion of < U >, substitution of < N > to < EO >, substitution of < N > to < L >, insertion of < R >, insertion of < I >, substitution of < L > to < J >, substitution of < L > to < U >, substitution of < I > to < N >, substitution of < NG > to < N >, deletion of < Ph >, deletion of < EU >, deletion of < R >, deletion of < NG >, deletion of < EU >, substitution of < E > to < U >, deletion of < k >, deletion of < I >, insertion of < A >, insertion of < N >, substitution of < EU > to < O >, substitution of < B > to < G >, insertion of < H >, deletion of < k >, deletion of < G >, substitution of < J > to < CHh >, deletion of < L >, deletion of < O >, substitution of < Th > to < CHh >, substitution of < J > to < S >, deletion of < I >, deletion of < I >, deletion of < t >, substitution of < G > to < J >, substitution of < B > to < G >, substitution of < E > to < I >, insertion of < S >, insertion of < S >, substitution of < L > to < M >, substitution of < G > to < N >, insertion of < D >, substitution of < BB > to < A >",0.11547344110854503
3217,0025039,138,F,87,English,B,RP002,P,오늘은 한국어 수업이 있어요 수업은 오전 아홉 시에 시작해요 집에서 학교까지 삼십 분이 걸려요 일곱 시에 일어나서 아침을 먹었어요 여덟 시에 집에서 나갔어요 지하철역에 도착했어요 그런데 지갑이 없었어요 다시 집에 갔어요 책상 위에 지갑이 있었어요 지하철역까지 뛰어서 갔어요 학교에 여덟 시 오십 오 분에 도착했어요 수업에 안 늦었지만 정말 힘들었어요,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O J EO N A O p S I E S I J A Kh E iO J I B E S EO H A k GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L B S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO G E D O CHh A Kh E SS EO iO G EU R EO N D E J I G A B I EO p SS EO SS EO iO D A S I J I B E G A SS EO iO CHh E k SS A NG UI E J I G A B I I SS EO SS EO iO J I A CHh EO R iEO k GG A J I DD UI EO S EO G A SS EO iO H A k GG iO E iEO D EO L B S I O S I M O B U N E D O CHh A Kh E SS EO iO S U EO B E A N N EU J EO t JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,O N EU N H A N G U G EO S U EO M I I SS EO S EO S U O J EO N A O p S I E S I J A Kh E iO J I B E S EO A G iO GG A J I S A M S I p B N E G EO L iEO iO I EO I E I R EO N A S EO A CHh I M E M EO G EO SS EO iO iEO D EO p S I E J I B E G A S EO J I B E S EO N A G A S EO N A G A SS EO iO J I A CHh EO L iEO Kh E J O A Kh E SS EO iO G EU R EO N D E J I G A M I EO p SS EO SS EO iO S S I N J I B E G A SS EO iO J I k SS A N E J I G A M I I SS EO SS EO iO J I A CHh EO L A GG A J I S EO G A SS EO iO H A GG iO E iEO D EO t S I A O p S I O S I B U N J O A Kh E SS EO iO S U EO B E A N N EU J EO JJ I M A N J EO NG M A L H I M D EU EO SS EO iO,"Counter({'C': 230, 'D': 27, 'S': 25, 'I': 17})",230,25,17,27,"deletion of < EU >, deletion of < R >, substitution of < B > to < M >, deletion of < iO >, deletion of < U >, deletion of < B >, substitution of < EU > to < S >, substitution of < N > to < U >, deletion of < H >, deletion of < k >, substitution of < GG > to < G >, deletion of < U >, substitution of < I > to < E >, deletion of < L >, deletion of < L >, deletion of < G >, deletion of < O >, deletion of < p >, substitution of < S > to < EO >, deletion of < EU >, substitution of < L > to < E >, insertion of < p >, insertion of < S >, substitution of < L > to < I >, substitution of < B > to < E >, substitution of < S > to < J >, insertion of < B >, insertion of < G >, insertion of < A >, insertion of < S >, insertion of < EO >, insertion of < S >, insertion of < EO >, insertion of < N >, insertion of < A >, insertion of < G >, insertion of < A >, substitution of < R > to < L >, substitution of < G > to < Kh >, substitution of < D > to < J >, deletion of < CHh >, substitution of < B > to < M >, deletion of < D >, substitution of < A > to < S >, insertion of < N >, substitution of < CHh > to < J >, substitution of < E > to < I >, deletion of < NG >, substitution of < UI > to < N >, substitution of < B > to < M >, deletion of < R >, substitution of < iEO > to < L >, substitution of < k > to < A >, deletion of < DD >, deletion of < UI >, deletion of < EO >, deletion of < k >, deletion of < L >, substitution of < B > to < t >, insertion of < A >, insertion of < p >, insertion of < O >, substitution of < M > to < S >, substitution of < O > to < I >, deletion of < E >, substitution of < D > to < J >, deletion of < CHh >, deletion of < t >, deletion of < R >",0.15065096094234345
3218,0024931,138,F,87,English,B,RS002,S,여기 비빔밥 한 그릇 갖다 주세요,iEO G I B I B I M B A p H A N G EU R EU S G A t DD A J U S E iO,iEO G I B I B B I M B A p H A N G EU R EU S G EU R EU S G A t DD A J U S E iO,"Counter({'C': 29, 'I': 6})",29,0,6,0,"insertion of < B >, insertion of < G >, insertion of < EU >, insertion of < R >, insertion of < EU >, insertion of < S >",0.14207650273224043
3219,0024917,138,F,87,English,B,RS004,S,저는 지금 음료수하고 꽃을 사러 갔다 와야 돼요,J EO N EU N J I G EU M EU M N iO S U A G O GG O CHh EU L S A R EO G A t DD A oA iA D OE iO,J EO N EU N J I G EU M EU M N iO S U A G O GG O CHh EU S A R EO G A t DD A oA iA D OE iO,"Counter({'C': 37, 'D': 1})",37,0,0,1,deletion of < L >,0.01951219512195122
3220,0024922,138,F,87,English,B,RS005,S,여권 사진을 찍어야 되는데 어디에서 찍으면 좋을까요,iEO G uEO N S A J I N EU L JJ I G EO iA D OE N EU N D E EO D I E S EO JJ I G EU M iEO N J O EU L GG A iO,iEO G uEO N S A J I N EU L JJ I G EU EO iA D OE N EU N D E EO D I E S EO JJ I G EU M iEO N,"Counter({'C': 36, 'D': 7, 'I': 1})",36,0,1,7,"insertion of < EU >, deletion of < J >, deletion of < O >, deletion of < EU >, deletion of < L >, deletion of < GG >, deletion of < A >, deletion of < iO >",0.15416666666666667
3221,0024937,138,F,87,English,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO I R I J O A iO I R iO R I J O A iO,"Counter({'C': 20, 'D': 1})",20,0,0,1,deletion of < I >,0.03636363636363636
3222,0024927,138,F,87,English,B,RS009,S,등록금에 수업료가 포함돼요,D EU NG N O k GG EU M E S U EO M N iO G A Ph O A M D OE iO,S EU NG N O k GG EU M GG EU M E S U M N iO G A Ph O A M D OE iO,"Counter({'C': 23, 'I': 3, 'S': 1, 'D': 1})",23,1,3,1,"substitution of < D > to < S >, insertion of < GG >, insertion of < EU >, insertion of < M >, deletion of < EO >",0.13245033112582782
3223,0024961,138,F,87,English,B,RS012,S,벽에 잘 붙어 있도록 잘 붙이세요,B iEO G E J A L B U Th EO I t DD O R O k J A L B U Th I S E iO,B I EO G E J A L B A L Th EO I B I t DD O R O k J A L B EU L S U I B U S I,"Counter({'C': 21, 'I': 7, 'S': 7})",21,7,7,0,"insertion of < I >, substitution of < iEO > to < EO >, insertion of < A >, substitution of < U > to < L >, insertion of < I >, insertion of < B >, insertion of < EU >, insertion of < L >, insertion of < S >, substitution of < Th > to < I >, substitution of < I > to < B >, substitution of < S > to < U >, substitution of < E > to < S >, substitution of < iO > to < I >",0.26424870466321243
3224,0024963,138,F,87,English,B,RS014,S,오늘 날씨가 참 따뜻하지요,O N EU L N A L SS I G A CHh A M D A DD EU Th A J I iO,O N EU L N A L SS I G A CHh A M D A DD A Th A J I iO,"Counter({'C': 22, 'S': 1})",22,1,0,0,substitution of < EU > to < A >,0.024390243902439025
3225,0024946,138,F,87,English,B,RS016,S,새 직장이 마음에 들면 좋겠네요,S E J I k JJ A NG I M A EU M E D EU L M iEO N J O Kh E N N E iO,S E J I k JJ A NG I M A EU N E D EU L M iEO N J O Kh E N N E iO,"Counter({'C': 27, 'S': 1})",27,1,0,0,substitution of < M > to < N >,0.006756756756756757
3226,0024953,138,F,87,English,B,RS018,S,여기 물하고 반찬 좀 더 주시겠어요,iEO G I M U R H A G O B A N CHh A N J O M D EO J U S I G E SS EO iO,iEO G I M U R H A G O B A N CHh A N D EO D EO J U S I G E SS EO iO,"Counter({'C': 27, 'S': 2, 'D': 1})",27,2,0,1,"deletion of < J >, substitution of < O > to < D >, substitution of < M > to < EO >",0.050314465408805034
3227,0024958,138,F,87,English,B,RS020,S,아버지와 어머니 중에서 누구하고 닮았어요,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A L M A SS EO iO,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A D A A M,"Counter({'C': 27, 'S': 3, 'D': 2})",27,3,0,2,"deletion of < L >, substitution of < M > to < D >, deletion of < SS >, substitution of < EO > to < A >, substitution of < iO > to < M >",0.08875739644970414
3228,0024975,138,F,87,English,B,RS025,S,잘 못 들었는데 지금 뭐라고 하셨어요,J A L M O t D EU R EO N N EU N D E J I G EU M M uEO R A G O H A S iEO SS EO iO,J A L M O t D EU R EO N N EU N D E J I G EU M M uEO R A G O H A S iEO S iEO SS EO iO,"Counter({'C': 34, 'I': 2})",34,0,2,0,"insertion of < S >, insertion of < iEO >",0.05181347150259067
3229,0024976,138,F,87,English,B,RS051,S,창문이 열렸네요 닫아 주세요,CHh A NG M U N I iEO L L iEO N N E iO D A D A J U S E iO,CHh A NG M U N I iEO L L iEO N N iEO N D E iEO L L iEO N N E iO D A D A J U S E iO,"Counter({'C': 24, 'I': 10})",24,0,10,0,"insertion of < iEO >, insertion of < L >, insertion of < L >, insertion of < iEO >, insertion of < N >, insertion of < N >, insertion of < iEO >, insertion of < N >, insertion of < D >, insertion of < E >",0.24864864864864866
3230,0024998,138,F,87,English,B,RS060,S,국이 너무 짜요,G U G I N EO M U JJ A iO,G U G I N EO M U JJ A iO JJ A iO,"Counter({'C': 11, 'I': 3})",11,0,3,0,"insertion of < JJ >, insertion of < A >, insertion of < iO >",0.18666666666666668
3231,0025002,138,F,87,English,B,RS063,S,그렇게 힘든 일을 누가 하겠어요,G EU R EO Kh E H I M D EU N I R EU L N U G A A G E SS EO iO,G EU R EO Kh E H I M H I M D EU N N I R EU L N U G U A G E SS EO iO,"Counter({'C': 25, 'I': 4, 'S': 1})",25,1,4,0,"insertion of < H >, insertion of < I >, insertion of < M >, insertion of < N >, substitution of < A > to < U >",0.10759493670886076
3232,0025004,138,F,87,English,B,RS065,S,이번엔 절대로 실수하지 않을 거야,I B EO N E N J EO L D E R O S I L S U A J I A N EU L G EO iA,I B EO N E N J EO L D E O S I L S U A J I A N EU L G EO iA,"Counter({'C': 27, 'D': 1})",27,0,0,1,deletion of < R >,0.027586206896551724
3233,0025007,138,F,87,English,B,RS067,S,나 시험 백점 받았다 부럽지,N A S I EO M B E k JJ EO M B A D A t D A B U R EO p JJ I,N A S I EO M B E k JJ EO M B A D A t JJ I B A D A t D A B U R EO p JJ I,"Counter({'C': 26, 'I': 7})",26,0,7,0,"insertion of < B >, insertion of < A >, insertion of < D >, insertion of < A >, insertion of < t >, insertion of < JJ >, insertion of < I >",0.1695906432748538
3234,0025015,138,F,87,English,B,RS071,S,오늘은 지하철 타고 가자,O N EU R EU N J I A CHh EO L Th A G O G A J A,O N EU N J I A CHh EO L Th A G O G A J A,"Counter({'C': 18, 'D': 2})",18,0,0,2,"deletion of < EU >, deletion of < R >",0.08490566037735849
3235,0023641,138,F,87,English,B,RW005,W,쉬다,S UI D A,G O,"Counter({'D': 2, 'S': 2})",0,2,0,2,"deletion of < S >, deletion of < UI >, substitution of < D > to < G >, substitution of < A > to < O >",0.6363636363636364
3236,0023790,138,F,87,English,B,RW031,W,구하다,G U A D A,G U A,"Counter({'C': 3, 'D': 2})",3,0,0,2,"deletion of < A >, deletion of < D >",0.32
3237,0023806,138,F,87,English,B,RW047,W,구두,G U D U,H U D U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < G > to < H >,0.05
3238,0023811,138,F,87,English,B,RW052,W,소리,S O R I,S O,"Counter({'C': 2, 'D': 2})",2,0,0,2,"deletion of < R >, deletion of < I >",0.45
3239,0023832,138,F,87,English,B,RW072,W,회의,H OE euI,H OE,"Counter({'C': 2, 'D': 1})",2,0,0,1,deletion of < euI >,0.4444444444444444
3240,0023879,138,F,87,English,B,RW096,W,질문,J I L M U N,J I M A N,"Counter({'C': 4, 'D': 1, 'S': 1})",4,1,0,1,"deletion of < L >, substitution of < U > to < A >",0.16666666666666666
3241,0023894,138,F,87,English,B,RW113,W,발등,B A L D EU NG,B A L D EU N,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < NG > to < N >,0.03125
3242,0023895,138,F,87,English,B,RW114,W,끝이,GG EU Th I,G EU SS I,"Counter({'S': 2, 'C': 2})",2,2,0,0,"substitution of < GG > to < G >, substitution of < Th > to < SS >",0.17391304347826086
3243,0023896,138,F,87,English,B,RW115,W,맏이,M A D I,M A,"Counter({'C': 2, 'D': 2})",2,0,0,2,"deletion of < D >, deletion of < I >",0.45
3244,0023898,138,F,87,English,B,RW116,W,해돋이,H E D O D I,D O E D O N I,"Counter({'C': 4, 'S': 2, 'I': 1})",4,2,1,0,"insertion of < D >, substitution of < H > to < O >, substitution of < D > to < N >",0.26666666666666666
3245,0023899,138,F,87,English,B,RW117,W,닫히다,D A Th I D A,G A Th I,"Counter({'C': 3, 'D': 2, 'S': 1})",3,1,0,2,"substitution of < D > to < G >, deletion of < D >, deletion of < A >",0.3225806451612903
3246,0023913,138,F,87,English,B,RW128,W,궁리,G U NG N I,G A NG G I,"Counter({'C': 3, 'S': 2})",3,2,0,0,"substitution of < U > to < A >, substitution of < N > to < G >",0.07692307692307693
3247,0023927,138,F,87,English,B,RW142,W,빛을,B I CHh EU L,,Counter({'D': 5}),0,0,0,5,"deletion of < B >, deletion of < I >, deletion of < CHh >, deletion of < EU >, deletion of < L >",0.9285714285714286
3248,0023933,138,F,87,English,B,RW148,W,줄넘기,J U N N EO M G I,J U N N N EO M G I,"Counter({'C': 8, 'I': 1})",8,0,1,0,insertion of < N >,0.08695652173913043
3644,0321974,1493,F,3,English,B,RP001,P,안녕하세요 여러분 저는 줄리앙이라고 합니다 프랑스에서 왔습니다 저는 한국 음식과 한국 문화에 관심이 있습니다 고향에서는 혼자 한국어를 공부했습니다 아직 한국어를 잘 못하지만 한국 생활이 재미있을 것 같습니다 여러분과 같이 공부하게 되어 정말 기쁩니다,A N N iEO NG H A S E iO iEO R EO B U N J EO N EU N J U L L I A NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A J I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L G I BB EU M N I D A,M iEO NG S I R EO iEO N A G EU N J EO N EU N J U iA NG I R A G O H A M N I D A G EU N EO S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA euI G oA N S I M I I S SS EU M N I D A G O NG iA NG E S EO N EU N H O N J A H A N G U G EO R EU L B O G O I SS EO iO A J I k H A N G U G EO R EU L J A L M O Th A J I M A N H A N G U G EO S E NG H oA R E J E M I I SS EU L G EO G A p SS EU M N I D A EO R B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L I R EU M N I D A,"Counter({'C': 198, 'S': 24, 'D': 16, 'I': 3})",198,24,3,16,"deletion of < A >, deletion of < N >, substitution of < N > to < M >, deletion of < H >, substitution of < A > to < S >, substitution of < S > to < I >, substitution of < E > to < R >, substitution of < iO > to < EO >, substitution of < R > to < N >, substitution of < EO > to < A >, substitution of < B > to < G >, substitution of < U > to < EU >, deletion of < L >, deletion of < L >, deletion of < I >, substitution of < A > to < iA >, substitution of < Ph > to < G >, deletion of < R >, substitution of < A > to < N >, substitution of < NG > to < EO >, substitution of < E > to < euI >, insertion of < NG >, substitution of < G > to < B >, deletion of < NG >, deletion of < B >, substitution of < U > to < G >, substitution of < E > to < O >, substitution of < S > to < I >, deletion of < EU >, deletion of < M >, deletion of < N >, deletion of < I >, substitution of < D > to < EO >, substitution of < A > to < iO >, insertion of < H >, insertion of < EO >, substitution of < I > to < E >, deletion of < t >, substitution of < t > to < p >, substitution of < iEO > to < EO >, deletion of < EO >, deletion of < G >, substitution of < BB > to < R >",0.12548113933795227
3645,0322060,1493,F,3,English,B,RP002,P,오늘은 한국어 수업이 있어요 수업은 오전 아홉 시에 시작해요 집에서 학교까지 삼십 분이 걸려요 일곱 시에 일어나서 아침을 먹었어요 여덟 시에 집에서 나갔어요 지하철역에 도착했어요 그런데 지갑이 없었어요 다시 집에 갔어요 책상 위에 지갑이 있었어요 지하철역까지 뛰어서 갔어요 학교에 여덟 시 오십 오 분에 도착했어요 수업에 안 늦었지만 정말 힘들었어요,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O J EO N A O p S I E S I J A Kh E iO J I B E S EO H A k GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L B S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO G E D O CHh A Kh E SS EO iO G EU R EO N D E J I G A B I EO p SS EO SS EO iO D A S I J I B E G A SS EO iO CHh E k SS A NG UI E J I G A B I I SS EO SS EO iO J I A CHh EO R iEO k GG A J I DD UI EO S EO G A SS EO iO H A k GG iO E iEO D EO L B S I O S I M O B U N E D O CHh A Kh E SS EO iO S U EO B E A N N EU J EO t JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O EO N A O p S I E S I J A N E iO J I B E S EO A GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G EU p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO G EO S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO Kh E D O JJ A N E SS EO iO G EU R EO N D E J I G A M EO SS EU SS EO iO A S I N J I B E N A G A SS EO iO E A E J I G A M I I SS EO iO J I A CHh EO R GG A J I I E S EO G A SS EO iO A GG iO OE iEO D EO L S I O S I B N E D O J A N E SS EO iO S U EO E A N N EU J EO N JJ I M A N J EO NG M A L H I M D EU EO SS EO iO,"Counter({'C': 241, 'D': 26, 'S': 15, 'I': 3})",241,15,3,26,"deletion of < J >, substitution of < Kh > to < N >, deletion of < H >, deletion of < k >, substitution of < O > to < EU >, substitution of < D > to < G >, deletion of < L >, deletion of < B >, substitution of < G > to < Kh >, substitution of < CHh > to < JJ >, substitution of < Kh > to < N >, deletion of < B >, substitution of < I > to < M >, deletion of < p >, substitution of < EO > to < EU >, deletion of < D >, insertion of < N >, insertion of < N >, insertion of < A >, deletion of < CHh >, deletion of < k >, deletion of < SS >, deletion of < NG >, deletion of < UI >, substitution of < B > to < M >, deletion of < SS >, deletion of < EO >, deletion of < iEO >, deletion of < k >, deletion of < DD >, substitution of < UI > to < I >, substitution of < EO > to < E >, deletion of < H >, deletion of < k >, substitution of < E > to < OE >, deletion of < B >, deletion of < M >, deletion of < O >, deletion of < U >, substitution of < CHh > to < J >, substitution of < Kh > to < N >, deletion of < B >, substitution of < t > to < N >, deletion of < R >",0.10509138381201044
3646,0321643,1493,F,3,English,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO I R I I J O A iO I R iO I R I J O A iO,"Counter({'C': 21, 'I': 1})",21,0,1,0,insertion of < I >,0.034782608695652174
3647,0320835,1493,F,3,English,B,RS020,S,아버지와 어머니 중에서 누구하고 닮았어요,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A L M A SS EO iO,A B EO J I oA EO M EO N I J U NG E S EO N U G U A G O D A M A SS EO iO,"Counter({'C': 31, 'D': 1})",31,0,0,1,deletion of < L >,0.023668639053254437
3648,0320476,1493,F,3,English,B,RS022,S,더 드실 분 안 계세요,D EO D EU S I N B U N A N G iE S E iO,D EO D EU S I N B U N A N E,"Counter({'C': 13, 'D': 4})",13,0,0,4,"deletion of < G >, deletion of < iE >, deletion of < S >, deletion of < iO >",0.21348314606741572
3649,0320619,1493,F,3,English,B,RS054,S,죄송하지만 못하겠습니다,J OE S O NG H A J I M A N M O Th A G E S SS EU M N I D A,J OE OE S O NG H A J I M A N M O Th A G E S SS EU M N I D A,"Counter({'C': 26, 'I': 1})",26,0,1,0,insertion of < OE >,0.03546099290780142
3650,0320999,1493,F,3,English,B,RW075,W,무늬,M U N euI,M U I,"Counter({'C': 2, 'D': 1, 'S': 1})",2,1,0,1,"deletion of < N >, substitution of < euI > to < I >",0.2727272727272727
3651,0321257,1493,F,3,English,B,RW095,W,무릎,M U R EU p,M O J EO k,"Counter({'S': 4, 'C': 1})",1,4,0,0,"substitution of < U > to < O >, substitution of < R > to < J >, substitution of < EU > to < EO >, substitution of < p > to < k >",0.15384615384615385
