,file,speaker,sex,age,nationality,level,code,type,ref,ans,rec,count,C,S,I,D,error,per
3330,0308372,1417,F,97,Chinese,B,RP001,P,안녕하세요 여러분 저는 줄리앙이라고 합니다 프랑스에서 왔습니다 저는 한국 음식과 한국 문화에 관심이 있습니다 고향에서는 혼자 한국어를 공부했습니다 아직 한국어를 잘 못하지만 한국 생활이 재미있을 것 같습니다 여러분과 같이 공부하게 되어 정말 기쁩니다,A N N iEO NG H A S E iO iEO R EO B U N J EO N EU N J U L L I A NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A J I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L G I BB EU M N I D A,A N N iEO NG A S E iEO iEO R EO B U N J EO EU L J U R I A M EU R A G O H A M N I D A G N A S EU E S EO oA SS EU M N I D A J EO N EU N A N G U G EU M S I GG oA A N G U M U NG oA euI G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H A NG S A H A N G U G EO R EU L G O NG B U E S SS EU M N I A A J I H A N G U G EO R EU L J A L M O Th E JJ I M A N A G U S E NG H oA R I J E M I I SS EU L G EO G A t SS EU M N I D A iEO R EO B U G oA G A Th I O NG B U A G D E EO J EO NG M A L H I D EU M N I D A,"Counter({'C': 205, 'S': 17, 'D': 16})",205,17,0,16,"deletion of < H >, substitution of < iO > to < iEO >, deletion of < N >, substitution of < N > to < L >, deletion of < L >, substitution of < L > to < R >, substitution of < NG > to < M >, substitution of < I > to < EU >, deletion of < Ph >, substitution of < EU > to < G >, substitution of < R > to < N >, deletion of < NG >, deletion of < S >, deletion of < k >, deletion of < G >, substitution of < N > to < NG >, substitution of < E > to < euI >, substitution of < O > to < A >, substitution of < N > to < NG >, substitution of < J > to < S >, deletion of < D >, deletion of < k >, substitution of < A > to < E >, substitution of < J > to < JJ >, deletion of < N >, deletion of < G >, deletion of < t >, deletion of < N >, deletion of < G >, deletion of < E >, substitution of < OE > to < E >, substitution of < G > to < H >, substitution of < BB > to < D >",0.0796812749003984
3331,0308411,1417,F,97,Chinese,B,RP002,P,오늘은 한국어 수업이 있어요 수업은 오전 아홉 시에 시작해요 집에서 학교까지 삼십 분이 걸려요 일곱 시에 일어나서 아침을 먹었어요 여덟 시에 집에서 나갔어요 지하철역에 도착했어요 그런데 지갑이 없었어요 다시 집에 갔어요 책상 위에 지갑이 있었어요 지하철역까지 뛰어서 갔어요 학교에 여덟 시 오십 오 분에 도착했어요 수업에 안 늦었지만 정말 힘들었어요,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O J EO N A O p S I E S I J A Kh E iO J I B E S EO H A k GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L B S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO G E D O CHh A Kh E SS EO iO G EU R EO N D E J I G A B I EO p SS EO SS EO iO D A S I J I B E G A SS EO iO CHh E k SS A NG UI E J I G A B I I SS EO SS EO iO J I A CHh EO R iEO k GG A J I DD UI EO S EO G A SS EO iO H A k GG iO E iEO D EO L B S I O S I M O B U N E D O CHh A Kh E SS EO iO S U EO B E A N N EU J EO t JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,O N EU R EU N H A N G U G A S U EO M I SS EO iO S U O J EO N A O p S I E S I J A N E iO I E S EO N A G EU GG A J I N A I A iEO iO I L G EO p S I E R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L S I E J I B A S EO A G A SS EO iO J I A J EO R iEO Kh E Th O A Kh E SS EO iO G R EO N D E J I G A R I EO SS SS EO iO D A S I J I B E A SS EO iO S E SS A N A N EU J I G A R I I SS EO SS EO iO J I A J EO R iEO GG A J I Th OE EO S EO G A SS EO iO H A R OE iEO D EO L S I U I O N E B O J A Kh E SS EO iO S U EO OE A N N EU EO JJ I M A N J EO NG M A L H I M D EU SS EO iO,"Counter({'C': 214, 'D': 40, 'S': 28, 'I': 1})",214,28,1,40,"substitution of < EO > to < A >, deletion of < B >, substitution of < I > to < M >, deletion of < EO >, deletion of < B >, deletion of < EU >, deletion of < N >, substitution of < Kh > to < N >, deletion of < J >, deletion of < B >, substitution of < H > to < N >, deletion of < k >, substitution of < GG > to < G >, substitution of < iO > to < EU >, substitution of < S > to < N >, deletion of < M >, deletion of < S >, deletion of < I >, deletion of < p >, deletion of < B >, deletion of < U >, deletion of < N >, deletion of < G >, deletion of < EO >, deletion of < L >, substitution of < L > to < A >, substitution of < O > to < EO >, deletion of < I >, deletion of < B >, substitution of < E > to < A >, deletion of < N >, substitution of < CHh > to < J >, substitution of < G > to < Kh >, substitution of < D > to < Th >, deletion of < CHh >, deletion of < EU >, substitution of < B > to < R >, deletion of < p >, deletion of < EO >, deletion of < G >, substitution of < CHh > to < S >, deletion of < k >, insertion of < N >, substitution of < NG > to < A >, substitution of < UI > to < N >, substitution of < E > to < EU >, substitution of < B > to < R >, substitution of < CHh > to < J >, deletion of < k >, substitution of < DD > to < Th >, substitution of < UI > to < OE >, deletion of < k >, deletion of < GG >, substitution of < iO > to < R >, substitution of < E > to < OE >, deletion of < B >, deletion of < O >, substitution of < S > to < U >, deletion of < M >, deletion of < B >, deletion of < U >, substitution of < D > to < B >, substitution of < CHh > to < J >, deletion of < B >, substitution of < E > to < OE >, deletion of < J >, deletion of < t >, deletion of < R >, deletion of < EO >",0.15672131147540982
3332,0308114,1417,F,97,Chinese,B,RS004,S,저는 지금 음료수하고 꽃을 사러 갔다 와야 돼요,J EO N EU N J I G EU M EU M N iO S U A G O GG O CHh EU L S A R EO G A t DD A oA iA D OE iO,J EO N EU N J I G EU M EU M M N iO S U A G O GG O CHh EU L S A R EO G A t DD A oA iA D OE iO,"Counter({'C': 38, 'I': 1})",38,0,1,0,insertion of < M >,0.01904761904761905
3333,0308138,1417,F,97,Chinese,B,RS007,S,금요일이 좋아요 일요일이 좋아요,G EU M iO I R I J O A iO I R iO I R I J O A iO,G EU M iO I I R I J O A M iEO I R iO I R I J O A iO,"Counter({'C': 20, 'I': 2, 'S': 1})",20,1,2,0,"insertion of < I >, insertion of < M >, substitution of < iO > to < iEO >",0.08264462809917356
3334,0308153,1417,F,97,Chinese,B,RS009,S,등록금에 수업료가 포함돼요,D EU NG N O k GG EU M E S U EO M N iO G A Ph O A M D OE iO,D EU NG N O k GG EU M E S U M N iO G A Ph O A M D OE iO,"Counter({'C': 24, 'D': 1})",24,0,0,1,deletion of < EO >,0.03731343283582089
3335,0308175,1417,F,97,Chinese,B,RS012,S,벽에 잘 붙어 있도록 잘 붙이세요,B iEO G E J A L B U Th EO I t DD O R O k J A L B U Th I S E iO,B iEO G E J A L B U I t DD O O R O k J A L Th I S E iO,"Counter({'C': 24, 'D': 4, 'I': 1})",24,0,1,4,"deletion of < Th >, deletion of < EO >, insertion of < O >, deletion of < B >, deletion of < U >",0.14473684210526316
3336,0308188,1417,F,97,Chinese,B,RS014,S,오늘 날씨가 참 따뜻하지요,O N EU L N A L SS I G A CHh A M D A DD EU Th A J I iO,O N EU L N A L SS I G A CHh A M D A DD EU Th Th A J I iO,"Counter({'C': 23, 'I': 1})",23,0,1,0,insertion of < Th >,0.03875968992248062
3337,0308210,1417,F,97,Chinese,B,RS018,S,여기 물하고 반찬 좀 더 주시겠어요,iEO G I M U R H A G O B A N CHh A N J O M D EO J U S I G E SS EO iO,iEO G I M U R H A G O B A N CHh A N J O M D EO J U N S I G E SS EO iO,"Counter({'C': 30, 'I': 1})",30,0,1,0,insertion of < N >,0.024539877300613498
3338,0308227,1417,F,97,Chinese,B,RS025,S,잘 못 들었는데 지금 뭐라고 하셨어요,J A L M O t D EU R EO N N EU N D E J I G EU M M uEO R A G O H A S iEO SS EO iO,J A L D EU R EO N N EU N D E J I G EU M M uEO R A G O A S iEO SS EO iO,"Counter({'C': 30, 'D': 4})",30,0,0,4,"deletion of < M >, deletion of < O >, deletion of < t >, deletion of < H >",0.08839779005524862
3339,0308330,1417,F,97,Chinese,B,RS068,S,그것도 옷이라고 입고 다니니,G EU G EO t DD O O S I R A G O I p GG O D A N I N I,G EU G EO t DD O O S I R A G O I p GG O D A N N I N I,"Counter({'C': 24, 'I': 1})",24,0,1,0,insertion of < N >,0.031007751937984496
3340,0308335,1417,F,97,Chinese,B,RS070,S,그만 좀 먹어라,G EU M A N J O M M EO G EO R A,G EU G M A N J O M M EO G EO EO R A,"Counter({'C': 14, 'I': 2})",14,0,2,0,"insertion of < G >, insertion of < EO >",0.10714285714285714
3341,0308338,1417,F,97,Chinese,B,RS071,S,오늘은 지하철 타고 가자,O N EU R EU N J I A CHh EO L Th A G O G A J A,O N EU R R EU N J I A CHh EO L Th A G O G A J A,"Counter({'C': 20, 'I': 1})",20,0,1,0,insertion of < R >,0.036036036036036036
3342,0308361,1417,F,97,Chinese,B,RS075,S,아이스크림 녹기 전에 빨리 먹을걸,A I S EU Kh EU R I M N O k GG I J EO N E BB A L L I M EO G EU L G EO R,A I S EU Kh EU R I M I N O k GG I J EO N E BB A L L I M EO G EU L G EO R,"Counter({'C': 31, 'I': 1})",31,0,1,0,insertion of < I >,0.023668639053254437
3343,0307536,1417,F,97,Chinese,B,RW017,W,풀,Ph U L,Ph U L L I,"Counter({'C': 3, 'I': 2})",3,0,2,0,"insertion of < L >, insertion of < I >",0.34615384615384615
3344,0307546,1417,F,97,Chinese,B,RW019,W,채소,CHh E S O,CHh E S U,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < O > to < U >,0.045454545454545456
3345,0307562,1417,F,97,Chinese,B,RW023,W,바꾸다,B A GG U D A,B A GG EU D A,"Counter({'C': 5, 'S': 1})",5,1,0,0,substitution of < U > to < EU >,0.0625
3346,0307678,1417,F,97,Chinese,B,RW046,W,부부,B U B U,B U U,"Counter({'C': 3, 'D': 1})",3,0,0,1,deletion of < B >,0.2
3347,0307699,1417,F,97,Chinese,B,RW051,W,일본,I L B O N,I L B iU,"Counter({'C': 3, 'D': 1, 'S': 1})",3,1,0,1,"deletion of < O >, substitution of < N > to < iU >",0.24
3348,0307791,1417,F,97,Chinese,B,RW075,W,무늬,M U N euI,M U R I,"Counter({'C': 2, 'S': 2})",2,2,0,0,"substitution of < N > to < R >, substitution of < euI > to < I >",0.13636363636363635
3349,0307809,1417,F,97,Chinese,B,RW079,W,퇴근,Th OE G EU N,G A L B I,Counter({'S': 5}),0,5,0,0,"substitution of < Th > to < G >, substitution of < OE > to < A >, substitution of < G > to < L >, substitution of < EU > to < B >, substitution of < N > to < I >",0.39285714285714285
3350,0307868,1417,F,97,Chinese,B,RW094,W,입,I p,I,"Counter({'C': 1, 'D': 1})",1,0,0,1,deletion of < p >,0.5
3351,0307872,1417,F,97,Chinese,B,RW095,W,무릎,M U R EU p,B U Kh EU p,"Counter({'C': 3, 'S': 2})",3,2,0,0,"substitution of < M > to < B >, substitution of < R > to < Kh >",0.14814814814814814
3352,0307912,1417,F,97,Chinese,B,RW105,W,앉고,A N G O,A N G O NG,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < NG >,0.24
3353,0307922,1417,F,97,Chinese,B,RW107,W,겪다,G iEO k DD A,G iEO DD A,"Counter({'C': 4, 'D': 1})",4,0,0,1,deletion of < k >,0.14285714285714285
3354,0307924,1417,F,97,Chinese,B,RW108,W,폭발,Ph O k BB A L,Ph O k k BB A L,"Counter({'C': 6, 'I': 1})",6,0,1,0,insertion of < k >,0.10810810810810811
3355,0307930,1417,F,97,Chinese,B,RW110,W,접수,J EO p SS U,J A p Kh I,"Counter({'S': 3, 'C': 2})",2,3,0,0,"substitution of < EO > to < A >, substitution of < SS > to < Kh >, substitution of < U > to < I >",0.2222222222222222
3356,0307942,1417,F,97,Chinese,B,RW114,W,끝이,GG EU Th I,G EU L SS I,"Counter({'S': 2, 'C': 2, 'I': 1})",2,2,1,0,"substitution of < GG > to < G >, insertion of < L >, substitution of < Th > to < SS >",0.2857142857142857
3357,0307955,1417,F,97,Chinese,B,RW116,W,해돋이,H E D O D I,H E D I,"Counter({'C': 4, 'D': 2})",4,0,0,2,"deletion of < D >, deletion of < O >",0.26666666666666666
3358,0308051,1417,F,97,Chinese,B,RW139,W,쏟아요,SS O D A iO,SS O M A,"Counter({'C': 3, 'S': 1, 'D': 1})",3,1,0,1,"substitution of < D > to < M >, deletion of < iO >",0.25925925925925924
3359,0308063,1417,F,97,Chinese,B,RW141,W,깨끗이,GG E GG EU S I,G EU L SS I,"Counter({'S': 4, 'D': 1, 'C': 1})",1,4,0,1,"deletion of < GG >, substitution of < E > to < G >, substitution of < GG > to < EU >, substitution of < EU > to < L >, substitution of < S > to < SS >",0.41025641025641024
3360,0308069,1417,F,97,Chinese,B,RW143,W,부엌에,B U EO Kh E,B U EO EO Kh E,"Counter({'C': 5, 'I': 1})",5,0,1,0,insertion of < EO >,0.15151515151515152
3361,0308072,1417,F,97,Chinese,B,RW144,W,밖은,B A GG EU N,G A GG EU N,"Counter({'C': 4, 'S': 1})",4,1,0,0,substitution of < B > to < G >,0.037037037037037035
3362,0308083,1417,F,97,Chinese,B,RW149,W,넣어요,N EO EO iO,N EO uEO iO,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < EO > to < uEO >,0.08333333333333333
3363,0308581,1418,F,98,Chinese,B,RP001,P,안녕하세요 여러분 저는 줄리앙이라고 합니다 프랑스에서 왔습니다 저는 한국 음식과 한국 문화에 관심이 있습니다 고향에서는 혼자 한국어를 공부했습니다 아직 한국어를 잘 못하지만 한국 생활이 재미있을 것 같습니다 여러분과 같이 공부하게 되어 정말 기쁩니다,A N N iEO NG H A S E iO iEO R EO B U N J EO N EU N J U L L I A NG I R A G O H A M N I D A Ph EU R A NG S EU E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I k GG oA A N G U G M U N oA E G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O N J A H A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I k H A N G U G EO R EU L J A L M O Th A J I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO t G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A G E D OE EO J EO NG M A L G I BB EU M N I D A,A N iEO NG A S E EO EO G EU J EO N EU N J U D I EO NG I N A G O H A M N I D A Ph A R A M S U E S EO oA S SS EU M N I D A J EO N EU N A N G U G EU M S I GG oA A N G U G M U N oA euI G oA N S I M I I S SS EU M N I D A G O iA NG E S EO N EU N H O J A S A N G U G EO R EU L G O NG B U E S SS EU M N I D A A J I H A N G U G EO R EU L J A M O Th A JJ I M A N A N G U G S E NG H oA R I J E M I I SS EU L G EO G A t SS EU M N I D A iEO R EO B U N G oA G A Th I G O NG B U A E D OE EO J EO NG M A L G I BB EU M N I D A,"Counter({'C': 214, 'D': 12, 'S': 12})",214,12,0,12,"deletion of < N >, deletion of < H >, deletion of < iO >, deletion of < iEO >, deletion of < R >, substitution of < B > to < EO >, substitution of < U > to < G >, substitution of < N > to < EU >, deletion of < L >, substitution of < L > to < D >, substitution of < A > to < EO >, substitution of < R > to < N >, substitution of < EU > to < A >, substitution of < NG > to < M >, substitution of < EU > to < U >, deletion of < k >, substitution of < E > to < euI >, deletion of < N >, substitution of < H > to < S >, deletion of < k >, deletion of < L >, substitution of < J > to < JJ >, deletion of < t >, deletion of < G >",0.06299840510366826
3364,0308676,1418,F,98,Chinese,B,RP002,P,오늘은 한국어 수업이 있어요 수업은 오전 아홉 시에 시작해요 집에서 학교까지 삼십 분이 걸려요 일곱 시에 일어나서 아침을 먹었어요 여덟 시에 집에서 나갔어요 지하철역에 도착했어요 그런데 지갑이 없었어요 다시 집에 갔어요 책상 위에 지갑이 있었어요 지하철역까지 뛰어서 갔어요 학교에 여덟 시 오십 오 분에 도착했어요 수업에 안 늦었지만 정말 힘들었어요,O N EU R EU N H A N G U G EO S U EO B I I SS EO iO S U EO B EU N O J EO N A O p S I E S I J A Kh E iO J I B E S EO H A k GG iO GG A J I S A M S I p B U N I G EO L L iEO iO I L G O p S I E I R EO N A S EO A CHh I M EU L M EO G EO SS EO iO iEO D EO L B S I E J I B E S EO N A G A SS EO iO J I A CHh EO R iEO G E D O CHh A Kh E SS EO iO G EU R EO N D E J I G A B I EO p SS EO SS EO iO D A S I J I B E G A SS EO iO CHh E k SS A NG UI E J I G A B I I SS EO SS EO iO J I A CHh EO R iEO k GG A J I DD UI EO S EO G A SS EO iO H A k GG iO E iEO D EO L B S I O S I M O B U N E D O CHh A Kh E SS EO iO S U EO B E A N N EU J EO t JJ I M A N J EO NG M A L H I M D EU R EO SS EO iO,O N EU R EU N H A N G U G EO S U EO M I I SS EO iO S U EO M EU N O J EO N A O p S I E S I J A N E iO J I B E S EO H A N GG iO GG A J I S A M S I B U N G EO L L iEO I L G O p S I E I R EO N A S EO A CHh I M E M U G EO SS EO iO iEO D EO L S I E J I B E S EO N A G A SS EO iO J I A CHh EO L iEO Kh I D O CHh A Kh E SS EO iO G EU R EO N D E J I G A M I SS EO SS EO D A S I J I B E G A SS EO S E S A OE E J I G A M I I SS EO SS EO iO I A CHh EO iEO GG A J I G OE S EO G A SS EO iO H A k GG U E iEO D EO L S I O S I O B U N E D O A Kh E SS EO iO S U B E M A N S U EO B E A N N EU J EO N JJ I M A N J EO NG M A L H I M D EU EO SS EO iO,"Counter({'C': 245, 'D': 19, 'S': 18, 'I': 7})",245,18,7,19,"substitution of < B > to < M >, substitution of < B > to < M >, substitution of < Kh > to < N >, substitution of < k > to < N >, deletion of < p >, deletion of < I >, deletion of < iO >, deletion of < EU >, substitution of < L > to < E >, substitution of < EO > to < U >, deletion of < B >, substitution of < R > to < L >, substitution of < G > to < Kh >, substitution of < E > to < I >, substitution of < B > to < M >, deletion of < EO >, deletion of < p >, deletion of < iO >, deletion of < iO >, substitution of < CHh > to < S >, deletion of < k >, substitution of < SS > to < S >, deletion of < NG >, substitution of < UI > to < OE >, substitution of < B > to < M >, deletion of < J >, deletion of < R >, deletion of < k >, deletion of < DD >, substitution of < UI > to < G >, substitution of < EO > to < OE >, substitution of < iO > to < U >, deletion of < B >, deletion of < M >, deletion of < CHh >, insertion of < S >, insertion of < U >, insertion of < B >, insertion of < E >, insertion of < M >, insertion of < A >, insertion of < N >, substitution of < t > to < N >, deletion of < R >",0.09548387096774194
3365,0309310,1418,F,98,Chinese,B,RS023,S,주말에 별일 없으면 우리 집에 와서 밥 같이 먹어요,J U M A R E B iEO R I N EO p SS EU M iEO N U R I J I B E oA S EO B A p G A Th I M EO G EO iO,J U M A R E B iEO R I N EO p SS EU M iEO N U R I J I B A oA S EO B A p G A Th I M EO G EO iO,"Counter({'C': 39, 'S': 1})",39,1,0,0,substitution of < E > to < A >,0.004694835680751174
3366,0309337,1418,F,98,Chinese,B,RS053,S,이 빵 달콤한 게 진짜 맛있다,I BB A NG D A L Kh O M H A N G E J I N JJ A M A S I t DD A,I BB A NG D A L Kh O M H H A N G E J I N JJ A M A S I t M A S I t DD A,"Counter({'C': 27, 'I': 6})",27,0,6,0,"insertion of < H >, insertion of < A >, insertion of < M >, insertion of < S >, insertion of < I >, insertion of < t >",0.1411764705882353
3367,0309349,1418,F,98,Chinese,B,RS055,S,내일 늦으시면 안 됩니다,N E I R N EU J EU S I M iEO N A N D OE M N I D A,N E I R N EU J EU S I M iEO N A N D OE N D A,"Counter({'C': 20, 'D': 2})",20,0,0,2,"deletion of < M >, deletion of < I >",0.06956521739130435
3368,0309387,1418,F,98,Chinese,B,RS058,S,미안 길이 막혀 늦었어,M I A N G I R I M A Kh iEO N EU J EO SS EO,M I A N G iEO R I M A G I R I M A Kh iEO N EU J EO SS EO,"Counter({'C': 18, 'I': 6})",18,0,6,0,"insertion of < G >, insertion of < iEO >, insertion of < R >, insertion of < I >, insertion of < M >, insertion of < A >",0.20155038759689922
3369,0308605,1418,F,98,Chinese,B,RS068,S,그것도 옷이라고 입고 다니니,G EU G EO t DD O O S I R A G O I p GG O D A N I N I,G EU G EO t DD O O I A G O I p GG O D A N I N I,"Counter({'C': 22, 'D': 2})",22,0,0,2,"deletion of < S >, deletion of < R >",0.06451612903225806
3370,0308650,1418,F,98,Chinese,B,RS075,S,아이스크림 녹기 전에 빨리 먹을걸,A I S EU Kh EU R I M N O k GG I J EO N E BB A L L I M EO G EU L G EO R,A I S EU EU M I M N O k GG I J EO N E BB A L L I M EO G EU L G EO R,"Counter({'C': 29, 'D': 1, 'S': 1})",29,1,0,1,"deletion of < Kh >, substitution of < R > to < M >",0.036585365853658534
3371,0309060,1418,F,98,Chinese,B,RW114,W,끝이,GG EU Th I,G A Th I,"Counter({'S': 2, 'C': 2})",2,2,0,0,"substitution of < GG > to < G >, substitution of < EU > to < A >",0.21739130434782608
3372,0309134,1418,F,98,Chinese,B,RW126,W,짓누르다,J I N N U R EU D A,J I N N I N N EU D A,"Counter({'C': 7, 'S': 2, 'I': 1})",7,2,1,0,"insertion of < I >, substitution of < U > to < N >, substitution of < R > to < N >",0.11764705882352941
3373,0309125,1418,F,98,Chinese,B,RW129,W,맥락,M E NG N A k,M E N A k,"Counter({'C': 5, 'D': 1})",5,0,0,1,deletion of < NG >,0.16129032258064516
3374,0309201,1418,F,98,Chinese,B,RW140,W,물이,M U R I,BB U R I,"Counter({'C': 3, 'S': 1})",3,1,0,0,substitution of < M > to < BB >,0.14285714285714285
3375,0309167,1418,F,98,Chinese,B,RW149,W,넣어요,N EO EO iO,N EO J EO iO,"Counter({'C': 4, 'I': 1})",4,0,1,0,insertion of < J >,0.14285714285714285
3376,0333651,1423,F,99,Chinese,A,RP003,P,의사소통 과정 중에서 말하기와 쓰기 같은 표현 기능이 더 중요할까 듣기와 읽기 같은 기능이 더 중요할까 나는 이해 영역이 더 중요하고 특히 듣기가 기본이라고 생각한다 다른 이의 말을 듣고 그 말을 이해해야 의사소통을 계속할 수 있기 때문이다 따라서 진정한 의사소통은 듣기에서부터 시작한다고 주장하고 싶다,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R H A G I oA SS EU G I G A Th EU N Ph iO iEO N G I N EU NG I D EO J U NG iO A L GG A D EU t GG I oA I k GG I G A Th EU N G I N EU NG I D EO J U NG iO A L GG A N A N EU N I E iEO NG iEO G I D EO J U NG iO A G O Th EU Kh I D EU t GG I G A G I B O N I R A G O S E NG G A Kh A N D A D A R EU N I euI M A R EU L D EU t GG O G EU M A R EU L I E E iA euI S A S O Th O NG EU L G iE S O Kh A L S U I t GG I D E M U N I D A D A R A S EO J I N J EO NG H A N euI S A S O Th O NG EU N D EU t GG I E S EO B U Th EO S I J A Kh A N D A G O J U J A NG H A G O S I p DD A,euI S A S O Th O NG G oA J EO NG J U NG E S EO M A R A G I oA SS EU G I G A EU N Ph iO iEO N G I N EU NG I D EO J U NG iO A L GG A D EU GG I oA I L GG I G A Th EU N G I N EU I D EO J U NG iO A L GG A N A N EU N E iEO NG N iEO G I D EO J U NG iO A G O D EU Th EU Kh I D EU GG I G A G I B O N I R A G O S E NG G A Kh A N D A D A R EU N I euI M A R EU L D EU t GG O G EU M A R EU L I E E iA euI S A S O Th O NG EU L G iE S O Kh A L S U I t GG I D E M U N I D A D A R A S EO J I N J EO NG H A N euI S A S EO N O N EU N EU GG I E S EO B U Th EO S I J A Kh A N D A G O J U J A NG H A G O S I p DD A,"Counter({'C': 248, 'D': 8, 'S': 4, 'I': 3})",248,4,3,8,"deletion of < H >, deletion of < Th >, deletion of < t >, substitution of < k > to < L >, deletion of < NG >, deletion of < I >, insertion of < N >, insertion of < D >, insertion of < EU >, deletion of < t >, substitution of < O > to < EO >, substitution of < Th > to < N >, substitution of < NG > to < N >, deletion of < D >, deletion of < t >",0.039229671897289584
3377,0333696,1423,F,99,Chinese,A,RP004,P,나는 아름다운 색을 사랑한다 예전 우리 유치원 선생님이 주신 색종이 같은 빨간색 보라색 자주색 녹색 이런 색깔을 나는 좋아한다 나는 우리나라 가을 하늘을 사랑한다 나는 오래된 가구의 색을 좋아한다 늙어가는 학자의 희끗희끗한 머리카락을 좋아한다 나는 이른 아침의 새 소리를 좋아하며 봄 시냇물 흐르는 소리를 즐긴다 갈대에 부는 바람 소리를 좋아하며 바다의 파도 소리를 들으면 아직도 가슴이 뛴다,N A N EU N A R EU M D A U N S E G EU L S A R A NG H A N D A iE J EO N U R I iU CHh I uEO N S EO N S E NG N I M I J U S I N S E k JJ O NG I G A Th EU N BB A L G A N S E k B O R A S E k J A J U S E k N O k SS E k I R EO N S E k GG A R EU L N A N EU N J O A A N D A N A N EU N U R I N A R A G A EU L H A N EU R EU L S A R A NG H A N D A N A N EU N O R E D OE N G A G U euI S E G EU L J O A A N D A N EU L G EO G A N EU N H A k JJ A euI H euI GG EU Th euI GG EU Th A N M EO R I Kh A R A G EU R J O A A N D A N A N EU N I R EU N A CHh I M euI S E S O R I R EU L J O A A M iEO B O M S I N E N M U L H EU R EU N EU N S O R I R EU L J EU L G I N D A G A L D E E B U N EU N B A R A M S O R I R EU L J O A A M iEO B A D A euI Ph A D O S O R I R EU L D EU R EU M iEO N A J I k DD O G A S EU M I DD UI N D A,N A N EU N A R EU M D A U N S E G EU L S A R A NG H A N D A iE J EO N U R I iU CHh I uEO N S EO N S E NG N I M I J U S I N H E k JJ EO NG euI G A Th EU N BB A L G A N S E k O R A S E k J A J U S E k N O SS E k I R EO N S E k GG A R EU L N A N EU N J O A A N D A N N N U R I N A N A G A R EU L H A N O R EU L S A A NG H A N D A N A N EU N O R E D OE N G A G euI S E G EU L J O A A N D A EU L G EO G A N EU N H A JJ A euI B I GG EU JJ I G EU Th A N M EO R I Kh A R A G EU L J O A N D A N A N EU N I R EO N A CHh I M E H E S EO R I EU L J O A A M iEO G O M S I N euI M U L H EU R EU EU N S O R I R EU L J EU L G I N D A G A L D E euI B U N EU N B A R A N S O R I R EU L J O A A M iEO B A D A euI G A D O S O R I R EU L D EU R EU M iEO N A J I k DD O G A S N I G I N D A,"Counter({'C': 321, 'S': 23, 'D': 13, 'I': 1})",321,23,1,13,"substitution of < S > to < H >, substitution of < O > to < EO >, substitution of < I > to < euI >, deletion of < B >, deletion of < k >, deletion of < A >, deletion of < EU >, substitution of < R > to < N >, insertion of < R >, substitution of < EU > to < O >, deletion of < R >, deletion of < U >, deletion of < N >, deletion of < k >, substitution of < H > to < B >, substitution of < euI > to < I >, substitution of < Th > to < JJ >, substitution of < euI > to < I >, substitution of < GG > to < G >, substitution of < R > to < L >, deletion of < A >, substitution of < EU > to < EO >, substitution of < euI > to < E >, substitution of < S > to < H >, substitution of < O > to < EO >, deletion of < R >, substitution of < B > to < G >, deletion of < E >, substitution of < N > to < euI >, deletion of < N >, substitution of < E > to < euI >, substitution of < M > to < N >, substitution of < Ph > to < G >, deletion of < EU >, substitution of < M > to < N >, substitution of < DD > to < G >, substitution of < UI > to < I >",0.0601063829787234
3378,0333274,1423,F,99,Chinese,A,RS028,S,좋은 의견이 있으시면 의견란에 꼭 써 주시기 바랍니다,J O EU N euI G iEO N I I S EU S I M iEO N euI G iEO N N A N E GG O k SS EO J U S I G I B A R A M N I D A,J O EU N euI G iEO N I I S EU S I M iEO N euI G iEO N N N A N E GG O k SS EO J U S I G I B A R A M N I D A,"Counter({'C': 45, 'I': 1})",45,0,1,0,insertion of < N >,0.0163265306122449
